repo_nombre,es_privado,tiene_readme,documentacion,archivo_origen,fecha_actualizacion,url_repositorio,clasificacion_dinamica
programmingwithclaudio/llm_engineering,Sí,Sí,"Ingeniería de LLM - Domina el mundo de la IA y los LLMs Tu viaje de 8 semanas hacia el dominio completo de estos temas comienza hoy Me alegro mucho de que me acompañes en este camino. Vamos a construir proyectos inmensamente satisfactorios en las próximas semanas. Algunos serán fáciles, otros supondrán un reto, ¡y muchos te ASOMBRARÁN Los proyectos se basan unos en otros para que desarrolles una experiencia cada vez más profunda cada semana. Una cosa es segura: te divertirás mucho por el camino. Una nota antes de empezar Estoy aquí para ayudarte a tener más éxito en tu aprendizaje. Si te encuentras con algún problema, o si tienes alguna idea sobre cómo puedo mejorar el curso, por favor, ponte en contacto conmigo en la plataforma o enviándome un correo electrónico directamente (juangabriel@frogames.es). Siempre es bueno conectar con la gente en LinkedIn para construir la comunidad - me encontrarás aquí: https://www.linkedin.com/in/juan-gabriel-gomila-salas/ Instrucciones de Gratificación Instantánea para la Semana 1, Día 1 ¡Comenzaremos el curso instalando Ollama para que puedas ver los resultados de inmediato Descarga e instala Ollama desde https://ollama.com En una PC, inicia un Símbolo del sistema/PowerShell (Presiona Win + R, escribe y presiona Enter). En una Mac, inicia una Terminal (Aplicaciones Utilidades Terminal). Ejecuta o, para máquinas más pequeñas, prueba Si esto no funciona, es posible que debas ejecutar en otro PowerShell (Windows) o Terminal (Mac) e intentar el paso 3 nuevamente Y si eso no funciona en tu equipo, lo he configurado en la nube. Esto está en Google Colab, que necesitará que tengas una cuenta de Google para iniciar sesión, pero es gratis: https://colab.research.google.com/drive/1i5hHBpd424gNuO0T8AsbLDBR2toRh8K?usp=sharing Si tienes algún problema, ¡contacta conmigo A continuación, instrucciones de configuración Después de realizar el proyecto rápido de Ollama y de presentarme y presentar el curso, nos ponemos a trabajar con la configuración completa del entorno. Espero haber hecho un buen trabajo para que estas guías sean infalibles, pero comuníquese conmigo de inmediato si encuentra obstáculos: Usuarios de PC, podéis seguir las instrucciones en SETUP-PC.md Usuarios de Mac, podéis seguir las instrucciones en SETUP-mac.md Usuarios de Linux, ¡las instrucciones para Mac deberían ser lo suficientemente precisas Un punto importante sobre los costes de las API Durante el curso, te sugeriré que pruebes los principales modelos a la...",README.md,2025-06-23 10:00:44,https://github.com/programmingwithclaudio/llm_engineering,"{""proposito_principal"": ""Curso educativo de 8 semanas para dominar ingeniería de LLMs y desarrollo de proyectos de IA"", ""dominio_aplicacion"": ""Educación"", ""tipo_proyecto"": [""Curso Educativo"", ""Tutoriales"", ""Proyectos de Aprendizaje""], ""tecnologias_backend"": [], ""tecnologias_frontend"": [], ""bases_datos"": [], ""ml_ia"": [""Ollama"", ""Modelos LLM""], ""devops_cloud"": [""Google Colab""], ""funcionalidades_clave"": [""Instalación de Ollama"", ""Configuración de entorno"", ""Proyectos prácticos"", ""Guías de setup para PC/Mac/Linux""], ""lenguajes_programacion"": [], ""tags_adicionales"": [""Educativo"", ""Curso"", ""Tutorial"", ""Aprendizaje"", ""Setup""]}"
programmingwithclaudio/llm_ia_inmobiliario,Sí,Sí,,README.md,2024-02-17 04:35:37,https://github.com/programmingwithclaudio/llm_ia_inmobiliario,"{""proposito_principal"": ""No se puede determinar - documentación insuficiente"", ""dominio_aplicacion"": ""No se puede determinar - documentación insuficiente"", ""tipo_proyecto"": [], ""tecnologias_backend"": [], ""tecnologias_frontend"": [], ""bases_datos"": [], ""ml_ia"": [], ""devops_cloud"": [], ""funcionalidades_clave"": [], ""lenguajes_programacion"": [], ""tags_adicionales"": []}"
programmingwithclaudio/load_minio_bucked,Sí,Sí,"📌 Flujo de Persistencia de Datos MinIO almacena archivos en Se monta como volumen persistente en el contenedor . El cliente S3FS monta MinIO como un sistema de archivos en Cualquier archivo escrito en se almacenará en MinIO. Python interactúa con MinIO vía SDK Puede leer, escribir y listar archivos en MinIO. Todos los datos persisten después de un reinicio Gracias a los volúmenes montados, ni los archivos ni la configuración se pierden. 🚀 Cómo Ejecutar 1️⃣ Clonar el repositorio o copiar los archivos a un directorio. 2️⃣ Crear el archivo con las credenciales. 3️⃣ Ejecutar: 4️⃣ Verificar logs de cada servicio con: 5️⃣ Acceder a la consola web de MinIO: URL: http://localhost:9090 Usuario: Contraseña: https://github.com/AhmetFurkanDEMIR/airflow-spark-kafka-example/blob/main/docker/airflow/start-airflow.sh http://localhost:9001/login http://localhost:8080/",README.md,2025-03-15 18:05:51,https://github.com/programmingwithclaudio/load_minio_bucked,"{""proposito_principal"": ""Sistema de persistencia de datos que monta MinIO como sistema de archivos usando S3FS para almacenamiento distribuido"", ""dominio_aplicacion"": ""DevOps"", ""tipo_proyecto"": [""Infrastructure"", ""Data Persistence""], ""tecnologias_backend"": [""Python""], ""tecnologias_frontend"": [], ""bases_datos"": [""MinIO""], ""ml_ia"": [], ""devops_cloud"": [""Docker"", ""S3FS"", ""MinIO""], ""funcionalidades_clave"": [""Montaje de MinIO como sistema de archivos"", ""Persistencia de datos con volúmenes"", ""Interacción con MinIO vía SDK"", ""Almacenamiento distribuido""], ""lenguajes_programacion"": [""Python""], ""tags_adicionales"": [""Open Source"", ""Storage Solution""]}"
programmingwithclaudio/Login-WebApp-Mariadb,Sí,Sí,Incio de Login-WebApp.Mariadb Organization https://github.com/programmingwithclaudio/notesdev-skill-dev/blob/main/Linux/tomcat-gpt.md project https://github.com/programmingwithclaudio/notesdev-skill-dev/blob/main/Windows/LoginWebAppMariadb.md Modelo Basededatos SQL mvn clean package,README.md,2024-12-02 02:35:41,https://github.com/programmingwithclaudio/Login-WebApp-Mariadb,"{""proposito_principal"": ""Sistema de autenticación web con base de datos MariaDB"", ""dominio_aplicacion"": ""Autenticación y seguridad web"", ""tipo_proyecto"": [""Full Stack Web"", ""Sistema de autenticación""], ""tecnologias_backend"": [""Java"", ""Maven""], ""tecnologias_frontend"": [], ""bases_datos"": [""MariaDB""], ""ml_ia"": [], ""devops_cloud"": [], ""funcionalidades_clave"": [""Autenticación de usuarios"", ""Gestión de sesiones"", ""Modelo de base de datos SQL""], ""lenguajes_programacion"": [""Java"", ""SQL""], ""tags_adicionales"": [""Tomcat"", ""Maven build""]}"
programmingwithclaudio/ls_model_ia,Sí,No,Sin documentación disponible,,2025-06-24 10:48:09,https://github.com/programmingwithclaudio/ls_model_ia,"{""proposito_principal"": ""No se puede determinar el propósito del proyecto debido a falta de documentación"", ""dominio_aplicacion"": ""No se puede determinar el dominio de aplicación debido a falta de documentación"", ""tipo_proyecto"": [], ""tecnologias_backend"": [], ""tecnologias_frontend"": [], ""bases_datos"": [], ""ml_ia"": [], ""devops_cloud"": [], ""funcionalidades_clave"": [], ""lenguajes_programacion"": [], ""tags_adicionales"": []}"
programmingwithclaudio/MLops_pypark_steam,Sí,Sí,"#df = spark.read.format(""com.databricks.spark.csv"").option(""header"", ""true"").load(""../datasets/raw/steamreviews.json.gz"") Get-Content steamnew.json -TotalCount 10 # Muestra las primeras 10 líneas australianuserreviews.json Get-Content australianuserreviews.json -TotalCount 10 El error que estás enfrentando es una restricción introducida en Spark 2.3. Ahora, las consultas directas sobre columnas internas de registros corruptos () en archivos JSON/CSV están deshabilitadas. Esto se debe a que las columnas que hacen referencia únicamente al registro interno corrupto no son tratadas como columnas regulares en Spark. Esto significa que no puedes realizar operaciones directas sobre en el momento de la carga. La sugerencia es almacenar o guardar los resultados analizados y luego realizar la consulta. Aquí hay un ejemplo de cómo podrías abordarlo: Aquí, almacenamos en caché () el DataFrame después de cargar los datos y luego realizamos la consulta deseada. La idea es evitar realizar la consulta directamente durante la carga del DataFrame. Este enfoque debería ayudarte a eludir la restricción y realizar la consulta que necesitas. En la configuración para Hadoop que proporcionaste: La línea indica que el directorio de configuración de Hadoop se encuentra en . Sin embargo, es un poco inusual que el directorio de configuración de Hadoop esté dentro de un directorio llamado ""jars"". Lo común es que el directorio de configuración de Hadoop contenga archivos de configuración, como , , etc. Dado que estás utilizando Spark sin Hadoop directamente y mencionaste que tienes problemas con la configuración, podrías simplificar esta sección eliminando la línea que establece . Quedaría así: En cuanto a los archivos JAR que mencionaste, como , , etc., si no estás utilizando Hadoop directamente en tu aplicación Spark, puedes ignorarlos. Spark maneja la interacción con el sistema de archivos subyacente, y no necesitas preocuparte por estas bibliotecas de Hadoop en el contexto de Spark independiente. Si después de estas modificaciones aún enfrentas problemas, por favor, proporciona más detalles sobre los errores específicos que estás experimentando para que pueda ayudarte de manera más precisa.",README.md,2024-02-26 05:55:15,https://github.com/programmingwithclaudio/MLops_pypark_steam,"{""proposito_principal"": ""Procesamiento y análisis de datos de reseñas de Steam usando PySpark"", ""dominio_aplicacion"": ""Data Science"", ""tipo_proyecto"": [""Pipeline de datos""], ""tecnologias_backend"": [], ""tecnologias_frontend"": [], ""bases_datos"": [], ""ml_ia"": [], ""devops_cloud"": [], ""funcionalidades_clave"": [""Lectura de archivos CSV/JSON"", ""Procesamiento de datos con Spark"", ""Manejo de registros corruptos en Spark""], ""lenguajes_programacion"": [""Python""], ""tags_adicionales"": [""Spark"", ""PySpark"", ""Data Processing"", ""Steam Reviews""]}"
programmingwithclaudio/ML_Cluster_Siniestros_CABA,No,Sí,"Análisis de Siniestros Viales en la región de CABA en los periodos 2016 y 2021 Descripción Este proyecto tiene como objetivo analizar los datos de siniestros viales fatales (homicidios) en la Ciudad de Buenos Aires, Argentina. Los datos provienen de diferentes fuentes gubernamentales y contienen información sobre las víctimas, las ubicaciones geográficas, las características de los siniestros y los datos demográficos de las comunas de la ciudad. Contenido Datasets y Recursos de Análisis . Código fuente en Python para la descarga, preprocesamiento, análisis y visualización de datos . Modelo sqlalchemy en el proyecto migrados a PosgreSQL . Dashboard del proyecto KPI 10% reducción Siniestros Viales Semestre Anterior y KPI 7% reducción Siniestros Viales tipo Moto : Tableau Siniestros Fatales Análisis Exploratorio de Datos (EDA) Se han realizado análisis descriptivos de cada tabla, destacando estadísticas como la moda, mediana y media para variables clave. El análisis de correlación en el modelo de ""Siniestros Fatales"" revela patrones significativos. La correlación muy fuerte (0.98) entre ""anio"" e ""id"" indica una relación temporal positiva. La correlación moderada negativa (-0.68) entre ""comunax"" y ""longitud"" sugiere una posible relación inversa entre la comuna y la longitud geográfica. En términos del impacto en la población total (""totalpob""), las correlaciones positivas de 0.31 y 0.45 con ""area"" y ""perimetro"", respectivamente, sugieren que un mayor área y perímetro están asociados con una población total más grande. Detección de Valores Anómalos y Nulos Se han identificado y registrado valores faltantes en los DataFrames, y se ha generado un resumen de la presencia de valores . El análisis de valores faltantes revela que la columna ""Altura"" en el DataFrame ""homicidios"" tiene el mayor porcentaje de valores faltantes (81.47%). La columna ""FECHAFALLECIMIENTO"" en ""victimah"" no tiene valores nulos, pero tiene un 9.48% de valores raros. Otros porcentajes de valores faltantes oscilan entre 0.14% y 9.48%. Estos resultados señalan áreas críticas para la imputación o eliminación de datos. Interpretación de Modelos Relacionales (DBML) Se ha proporcionado un modelo relacional en DBML para representar las relaciones entre las tablas homicidiosh, victimasl, comunasl, y censol. Cada tabla tiene sus columnas definidas con tipos de datos adecuados y relaciones clave para facilitar futuras consultas. Análisis de clústeres: En cuanto al análisis de clústeres, el código aplica...",README.md,2024-03-13 09:32:29,https://github.com/programmingwithclaudio/ML_Cluster_Siniestros_CABA,"{""proposito_principal"": ""Análisis de datos de siniestros viales fatales en la Ciudad de Buenos Aires para identificar patrones y tendencias"", ""dominio_aplicacion"": ""Seguridad vial / Análisis de datos gubernamentales"", ""tipo_proyecto"": [""Data Science"", ""Análisis Exploratorio de Datos (EDA)"", ""Dashboard"", ""Análisis de clústeres""], ""tecnologias_backend"": [], ""tecnologias_frontend"": [], ""bases_datos"": [""PostgreSQL""], ""ml_ia"": [""Análisis de clústeres""], ""devops_cloud"": [], ""funcionalidades_clave"": [""Análisis descriptivo de datos"", ""Detección de valores anómalos y nulos"", ""Análisis de correlación"", ""Modelo relacional DBML"", ""Visualización de datos"", ""Dashboard con KPIs""], ""lenguajes_programacion"": [""Python""], ""tags_adicionales"": [""Open Source"", ""Datos gubernamentales"", ""Análisis geográfico"", ""Tableau""]}"
programmingwithclaudio/mod_integrador,Sí,Sí,"Carreras en Henry Descripción General Un programa de estudios intensivo y online que te conectará con el mundo laboral, ofreciendo diversas carreras para desarrollar habilidades técnicas y adentrarte en el ámbito tecnológico. Carreras Disponibles Desarrollo Web Full Stack Aprende a desarrollar páginas y aplicaciones web para conseguir un trabajo en el mundo de la tecnología. Data Science Trabaja sobre todo el ciclo de vida del dato y desarrolla tu perfil como Data Analyst, Data Engineer y Data Scientist. Data Analytics Da tu primer paso en el mundo de los datos. Aprende a analizar grandes volúmenes de datos y transfórmalos en información valiosa para el negocio. Cursos Introductorios Inicia tu camino con nuestros cursos diseñados para principiantes. Introducción a la Programación Introducción a Data Science Introducción a Data Analytics Introducción a Prompt Engineering Cursos Upskilling Amplía tus conocimientos y da tu próximo paso en tecnología. ¿Qué herramientas y tecnologías se utilizan en Data Analytics? En Data Analytics se utilizan diversas herramientas y técnicas para analizar grandes conjuntos de datos y extraer información valiosa. Algunas de las tecnologías incluyen: | Lenguajes de Programación | Herramientas de Visualización | Plataformas de Análisis de Datos | | ------------------------- | ---------------------------- | --------------------------------- | | Python | Power BI | Apache Hadoop | | SQL | Tableau | Apache Spark | También se emplean técnicas estadísticas como el análisis de regresión y el análisis de series de tiempo para descubrir patrones y tendencias. ¿Data Analytics requiere programación? Sí, se requieren habilidades de programación para manipular grandes conjuntos de datos y analizarlos de manera efectiva. Los analistas de datos suelen utilizar lenguajes de programación como Python y SQL, así como herramientas de análisis de datos como Power BI. ¿Es difícil Data Analytics? La dificultad en Data Analytics depende del nivel de habilidad técnica y experiencia del analista de datos. Aunque puede ser complejo, la Carrera de Data Analytics de Henry ofrece un programa de 3 o 6 meses (dependiendo de la modalidad) para aprender todo lo necesario y facilitar el proceso. ¿Qué requisitos se necesitan para ser Data Analyst? Solo necesitas una computadora y acceso a Internet, junto con pasión por conseguir un trabajo en tecnología. ¿Cuánto dura el programa? Programa Full-Time: 3 meses (40 hs por semana, 15 hs en vivo + tiempo asincrónico de...",README.md,2024-02-22 23:51:27,https://github.com/programmingwithclaudio/mod_integrador,"{""proposito_principal"": ""Programa educativo de carreras tecnológicas intensivas y online"", ""dominio_aplicacion"": ""Educación"", ""tipo_proyecto"": [""Plataforma educativa"", ""Sitio web informativo""], ""tecnologias_backend"": [], ""tecnologias_frontend"": [], ""bases_datos"": [], ""ml_ia"": [], ""devops_cloud"": [], ""funcionalidades_clave"": [""Información de carreras"", ""Descripción de cursos"", ""Detalles de programas educativos""], ""lenguajes_programacion"": [""Python"", ""SQL""], ""tags_adicionales"": [""Educación tecnológica"", ""Bootcamp"", ""Cursos online""]}"
programmingwithclaudio/MVP_ML_TransporteNY,No,Sí,"MLOPS de Predicción de Precios en el Servicio de Taxi en el Región de New York en base a los periodos de 2022 al 2023. Introducción y Contexto de la Ciudad de Nueva York Nueva York ha experimentado un crecimiento acelerado en las últimas décadas, con más de 8 millones de habitantes en su zona urbana y más de 22 millones en la zona metropolitana. Esto ha resultado en una densidad poblacional de 10,756 habitantes por kilómetro cuadrado. Dada esta densidad y el constante flujo de personas, los desafíos en términos de transporte son significativos. El tiempo promedio de viaje para llegar al trabajo supera los 40 minutos, y las opciones de transporte incluyen el metro, autobuses, bicicletas y taxis, todos regulados por la Comisión de Taxis y Limusinas (TLC) y el Departamento de Transporte de la Ciudad de Nueva York (DOT). Una empresa de servicios de transporte de pasajeros, actualmente operando en el sector de micros de media y larga distancia, está interesada en invertir en el sector de transporte de pasajeros con automóviles en Nueva York. Con una visión de un futuro menos contaminado y en línea con las tendencias de mercado actuales, la empresa busca investigar la rentabilidad del negocio y verificar la relación entre este tipo de transporte y la calidad del aire, entre otras externalidades. Esto implica estudiar la viabilidad de implementar vehículos eléctricos en su flota, ya sea en su totalidad o en parte. Dado que esta sería una nueva unidad de negocio, se propone realizar un análisis preliminar del movimiento de los taxis en la ciudad de Nueva York para tener un marco de referencia y tomar decisiones fundamentadas. Objetivos del Proyecto Recopilar, depurar y disponibilizar información relevante para el análisis. Realizar un análisis exploratorio de datos para identificar patrones y tendencias. Crear modelos de Machine Learning para predecir la demanda de vehículos en diferentes sectores de Nueva York. Desarrollar una infraestructura de MLOps mixta utilizando módulos y scripts locales, así como automatización en la nube. Desarrollar MVPs interactivos para presentar los resultados del análisis en Streamlit, Power BI y en una plataforma web. Para mayor comprención del modelo de datos Documentacion Tecnologías Utilizadas y Recursos Utilizados | Tecnologías Utilizadas | Recursos Min. Utilizados | |---------------------------|-----------------------------------------------| | Python 3.10.11 | Sistema Operativo: Windows | | Pandas | Memoria RAM: 16 GB -32 GB...",README.md,2024-05-08 18:56:50,https://github.com/programmingwithclaudio/MVP_ML_TransporteNY,"{""proposito_principal"": ""MLOPS de Predicción de Precios en el Servicio de Taxi en la Región de New York"", ""dominio_aplicacion"": ""Transporte"", ""tipo_proyecto"": [""MLOps"", ""Data Science"", ""Dashboard"", ""Análisis de Datos""], ""tecnologias_backend"": [], ""tecnologias_frontend"": [""Streamlit""], ""bases_datos"": [], ""ml_ia"": [""Machine Learning""], ""devops_cloud"": [""MLOps""], ""funcionalidades_clave"": [""Predicción de precios de taxis"", ""Análisis exploratorio de datos"", ""Modelos de Machine Learning para predicción de demanda"", ""Dashboard interactivo""], ""lenguajes_programacion"": [""Python""], ""tags_adicionales"": [""Transporte de pasajeros"", ""Vehículos eléctricos"", ""Análisis de rentabilidad"", ""Externalidades ambientales""]}"
programmingwithclaudio/n8n-automation-eauren,Sí,Sí,"Proyecto n8n TEST (https://github.com/morhetz/gruvbox) (https://github.com/programmingwithclaudio/dotfiles) (https://opensource.org/licenses/MIT) http://localhost:9001/login Login minioadmin - minioadmin http://localhost:5678/setup Creala por defecto http://localhost:8080/ http://localhost:8080/manager Login http://localhost:8080 - 6f452646de12e76ae1625de209d77862 Utiliza el nombre del servicio en la red interna: Dado que ambos contenedores están en la misma red (), debes emplear el nombre del servicio definido en el docker-compose. En este caso, en lugar de , utiliza: Esto le indica a Evolution API que debe enviar los eventos al contenedor n8n. Verifica la configuración de los parámetros de webhook: Observa que en la configuración actual tienes: Si la intención es que Evolution API escuche o envíe eventos de forma global, es posible que necesites establecerlo en o revisar la documentación de Evolution API para confirmar si se requiere algún otro parámetro para gestionar las llamadas a webhook. Asegúrate de que la URL del servidor esté correctamente configurada: Actualmente, el parámetro en Evolution API está configurado como . Si esta URL se utiliza internamente para construir enlaces o redirigir llamadas, es posible que debas ajustarla para reflejar la red interna o la dirección externa correcta según el flujo de trabajo que estés implementando. Proyecto n8n TEST (https://postimg.cc/hQSpqXzw) Flujo de nodos e intrucciones.",README.md,2025-05-12 20:46:38,https://github.com/programmingwithclaudio/n8n-automation-eauren,"{""proposito_principal"": ""Proyecto de automatización con n8n para pruebas y configuración de flujos de trabajo"", ""dominio_aplicacion"": ""DevOps"", ""tipo_proyecto"": [""Automation"", ""Integration Platform""], ""tecnologias_backend"": [""n8n""], ""tecnologias_frontend"": [], ""bases_datos"": [], ""ml_ia"": [], ""devops_cloud"": [""Docker"", ""docker-compose""], ""funcionalidades_clave"": [""Webhooks"", ""Integración de servicios"", ""Flujos de automatización"", ""Configuración de contenedores""], ""lenguajes_programacion"": [], ""tags_adicionales"": [""Testing"", ""Configuration"", ""Open Source""]}"
programmingwithclaudio/n8n-automation-sells,Sí,Sí,"Proyecto n8n TEST (https://github.com/morhetz/gruvbox) (https://github.com/programmingwithclaudio/dotfiles) (https://opensource.org/licenses/MIT) http://localhost:9001/login Login minioadmin - minioadmin http://localhost:5678/setup Crear http://localhost:8080/ key 6f452646de12e76ae1625de209d77862 http://localhost:5050/ Login admin@local.com - admin http://localhost:8088/login/ Login admin - admin http://localhost:8080/manager Login http://localhost:8080 - 6f452646de12e76ae1625de209d77862 Utiliza el nombre del servicio en la red interna: Dado que ambos contenedores están en la misma red (), debes emplear el nombre del servicio definido en el docker-compose. En este caso, en lugar de , utiliza: Esto le indica a Evolution API que debe enviar los eventos al contenedor n8n. Verifica la configuración de los parámetros de webhook: Observa que en la configuración actual tienes: Si la intención es que Evolution API escuche o envíe eventos de forma global, es posible que necesites establecerlo en o revisar la documentación de Evolution API para confirmar si se requiere algún otro parámetro para gestionar las llamadas a webhook. Asegúrate de que la URL del servidor esté correctamente configurada: Actualmente, el parámetro en Evolution API está configurado como . Si esta URL se utiliza internamente para construir enlaces o redirigir llamadas, es posible que debas ajustarla para reflejar la red interna o la dirección externa correcta según el flujo de trabajo que estés implementando. Proyecto n8n TEST (https://postimg.cc/hQSpqXzw) Flujo de nodos e intrucciones. Reconstruir el servicio eliminando la caché: Endpoints disponibles: Ejemplo de uso: credentials/telegram ngrok http 5678 docker compose down && docker compose up -d docker-compose down && docker-compose up -d docker exec -it evolutionapiv2 curl -X POST http://n8n:5678/webhook -d 'test' docker exec -it n8n-automation-mtc-evolutionapiv2-1 curl -X POST http://n8n:5678/webhook -d 'test' docker exec -it n8n-automation-mtc-evolutionapiv2-1 ping -c 4 n8n docker exec -it n8n-automation-mtc-evolutionapiv2-1 sh -c ""nc -zv n8n 5678"" superset Reconstruir la imagen y ejecutar Después de realizar el cambio en el Dockerfile, reconstruye la imagen: GITSSHCOMMAND=""ssh -i /home/oakdev/yes"" git push --set-upstream origin main docker exec -it n8n sh https://base64.guru/converter/decode/file https://huggingface.co/jonatasgrosman/wav2vec2-large-xlsr-53-spanish (https://postimg.cc/BX25ZSPM) docker compose build embedding-service...",README.md,2025-04-09 01:02:49,https://github.com/programmingwithclaudio/n8n-automation-sells,"{""proposito_principal"": ""Automatización de procesos de ventas y comunicación usando n8n y Evolution API"", ""dominio_aplicacion"": ""Automatización de ventas y comunicación empresarial"", ""tipo_proyecto"": [""Workflow Automation"", ""Integration Platform"", ""Bot Platform""], ""tecnologias_backend"": [""n8n"", ""Evolution API""], ""tecnologias_frontend"": [], ""bases_datos"": [], ""ml_ia"": [], ""devops_cloud"": [""Docker"", ""Docker Compose"", ""ngrok""], ""funcionalidades_clave"": [""Webhooks"", ""Automatización de flujos de trabajo"", ""Integración con APIs externas"", ""Comunicación por Telegram""], ""lenguajes_programacion"": [], ""tags_adicionales"": [""Open Source"", ""MIT License"", ""Containerizado""]}"
programmingwithclaudio/n8n-automation-stack,No,Sí,"Proyecto n8n TEST (https://github.com/morhetz/gruvbox) (https://github.com/programmingwithclaudio/dotfiles) (https://opensource.org/licenses/MIT) http://localhost:9001/login Login minioadmin - minioadmin http://localhost:5678/setup Creala por defecto http://localhost:8080/ http://localhost:8080/manager Login http://localhost:8080 - 6f452646de12e76ae1625de209d77862 Utiliza el nombre del servicio en la red interna: Dado que ambos contenedores están en la misma red (), debes emplear el nombre del servicio definido en el docker-compose. En este caso, en lugar de , utiliza: Esto le indica a Evolution API que debe enviar los eventos al contenedor n8n. Verifica la configuración de los parámetros de webhook: Observa que en la configuración actual tienes: Si la intención es que Evolution API escuche o envíe eventos de forma global, es posible que necesites establecerlo en o revisar la documentación de Evolution API para confirmar si se requiere algún otro parámetro para gestionar las llamadas a webhook. Asegúrate de que la URL del servidor esté correctamente configurada: Actualmente, el parámetro en Evolution API está configurado como . Si esta URL se utiliza internamente para construir enlaces o redirigir llamadas, es posible que debas ajustarla para reflejar la red interna o la dirección externa correcta según el flujo de trabajo que estés implementando. Proyecto n8n TEST (https://postimg.cc/hQSpqXzw) Flujo de nodos e intrucciones.",README.md,2025-05-07 22:42:02,https://github.com/programmingwithclaudio/n8n-automation-stack,"{""proposito_principal"": ""Stack de automatización basado en n8n para orquestar flujos de trabajo entre múltiples servicios"", ""dominio_aplicacion"": ""DevOps"", ""tipo_proyecto"": [""Automation Stack"", ""Integration Platform""], ""tecnologias_backend"": [""n8n"", ""Evolution API""], ""tecnologias_frontend"": [], ""bases_datos"": [], ""ml_ia"": [], ""devops_cloud"": [""Docker"", ""Docker Compose""], ""funcionalidades_clave"": [""Webhooks"", ""Integración de servicios"", ""Orquestación de flujos de trabajo"", ""Gestión de contenedores""], ""lenguajes_programacion"": [], ""tags_adicionales"": [""Open Source"", ""Integration Platform""]}"
programmingwithclaudio/Navicat_Patch_v17,No,Sí,"Navicat Premium Cracker (v17) Overview Navicat Premium is a comprehensive database management tool that supports multiple database types such as MySQL, PostgreSQL, SQLite, and more. It offers a user-friendly interface, advanced tools for data modeling, seamless data migration, and an efficient query editor, making it a favorite among developers and database administrators. Benefits of Navicat Premium: Cross-Database Management: Manage multiple databases from a single platform. Data Transfer and Synchronization: Seamlessly migrate data between databases. Visual Query Builder: Create complex queries without writing SQL code. Data Visualization: Generate detailed reports and charts for data analysis. Advanced Security Features: Protect sensitive data with robust encryption. This guide provides simple and clear instructions to enable Navicat Premium v17 using a custom cracker. With just a few steps, you can unlock the full features of Navicat without limitations. This guide provides simple and clear instructions to enable Navicat Premium v17 using a custom cracker. With just a few steps, you can unlock the full features of Navicat without limitations. Key Details: Compatibility: Navicat v17.1.12 (32-bit and 64-bit systems). Files Needed: A patched winmm.dll file that replaces the original. Purpose: Quickly set up Navicat with all its features active. Prerequisites Download Navicat v17: Get version 17 of Navicat from its official website Download the resouce: Obtain the required files from download resouce. Usage Instructions Close Navicat Ensure that Navicat is completely closed. If the program is running, close it before proceeding. Prepare the DLL File Extract the downloaded file: Unzip the cracker files to an accessible location. Depending on your operating system architecture, select the appropriate file: 32-bit system: Use the winmm.dll file from x32Patch.zip. 64-bit system: Use the winmm.dll file from x64Patch.zip. Replace the DLL File Copy the selected winmm.dll file and paste it into the Navicat installation directory. The default location is usually: C:\Program Files\PremiumSoft\Navicat (64-bit) C:\Program Files (x86)\PremiumSoft\Navicat (32-bit) Start Navicat Launch Navicat as usual. If all steps were followed correctly, the cracker should work. Important Notes Version Compatibility: This cracker has been verified for Navicat version 17.1.12. Ensure that your version is compatible. Latest Verified Version：V17.1.12 Select the Correct File: Verify...",README.md,2025-10-11 19:14:16,https://github.com/programmingwithclaudio/Navicat_Patch_v17,"{""proposito_principal"": ""Cracker para activar Navicat Premium v17 sin licencia mediante parche de archivos DLL"", ""dominio_aplicacion"": ""Software de gestión de bases de datos"", ""tipo_proyecto"": [""Cracker"", ""Herramienta de activación"", ""Parche de software""], ""tecnologias_backend"": [], ""tecnologias_frontend"": [], ""bases_datos"": [], ""ml_ia"": [], ""devops_cloud"": [], ""funcionalidades_clave"": [""Parche de archivos DLL"", ""Activación de software sin licencia"", ""Compatibilidad con sistemas 32-bit y 64-bit"", ""Reemplazo de winmm.dll""], ""lenguajes_programacion"": [], ""tags_adicionales"": [""Software pirata"", ""Activación ilegal"", ""Cracker"", ""Parche"", ""Navicat""]}"
programmingwithclaudio/nest-angular-openai,Sí,Sí,BACKEND desactivate add SECTION 3 VIDEO 5 Enlaces mermaid FRONTED Angular ingles,README.md,2025-02-09 02:22:12,https://github.com/programmingwithclaudio/nest-angular-openai,"{""proposito_principal"": ""Proyecto educativo que integra NestJS backend con Angular frontend para demostrar integración con OpenAI API"", ""dominio_aplicacion"": ""Educación"", ""tipo_proyecto"": [""Full Stack Web"", ""Educational Template""], ""tecnologias_backend"": [""NestJS""], ""tecnologias_frontend"": [""Angular""], ""bases_datos"": [], ""ml_ia"": [""OpenAI API""], ""devops_cloud"": [], ""funcionalidades_clave"": [""Integración con OpenAI"", ""Generación de diagramas Mermaid""], ""lenguajes_programacion"": [""TypeScript"", ""JavaScript""], ""tags_adicionales"": [""Educational"", ""Template"", ""Integration Demo""]}"
